self,pid,command,shared_obj,symbol
1297744257.0,113101,python,python,visit_decref
1092619249.0,113334,python,python,visit_decref
1085528159.0,113196,python,python,visit_decref
1083933748.0,113402,python,python,visit_decref
1083272321.0,113299,python,python,visit_decref
1079956764.0,113161,python,python,visit_decref
1079542058.0,113101,python,python,visit_reachable
1070645401.0,113231,python,python,visit_decref
923834387.0,113334,python,python,visit_reachable
917400934.0,113402,python,python,visit_reachable
915080230.0,113231,python,python,visit_reachable
910682914.0,113299,python,python,visit_reachable
902271332.0,113161,python,python,visit_reachable
901662178.0,113196,python,python,visit_reachable
453717013.0,113101,python,python,list_traverse
410668308.0,113101,python,python,gc_collect_main
386943857.0,113196,python,python,list_traverse
386654084.0,113161,python,python,list_traverse
378522553.0,113231,python,python,list_traverse
374314374.0,113299,python,python,list_traverse
364590776.0,113334,python,python,list_traverse
362169180.0,113402,python,python,list_traverse
355297219.0,113196,python,python,gc_collect_main
350226265.0,113402,python,python,gc_collect_main
348621931.0,113299,python,python,gc_collect_main
345561500.0,113231,python,python,gc_collect_main
337633182.0,113334,python,python,gc_collect_main
336194019.0,113161,python,python,gc_collect_main
116429221.0,113299,python,python,visit_decref
115413414.0,113161,python,python,visit_decref
114449980.0,113101,python,python,dict_traverse
113869763.0,113231,python,python,visit_decref
112701820.0,113196,python,python,visit_decref
108734257.0,113402,python,python,visit_decref
102811939.0,113402,python,python,dict_traverse
101605838.0,113299,python,python,dict_traverse
100593533.0,113334,python,python,dict_traverse
100094615.0,113231,python,python,dict_traverse
95598734.0,113196,python,python,visit_reachable
95086918.0,113161,python,python,visit_reachable
94616219.0,113231,python,python,visit_reachable
93857337.0,113402,python,python,visit_reachable
91898041.0,113161,python,python,dict_traverse
91887989.0,113299,python,python,visit_reachable
91412464.0,113196,python,python,dict_traverse
51158734.0,113101,python,python,list_dealloc
47609796.0,113101,python,python,PyLong_FromLong
40209755.0,113161,python,python,list_traverse
39468938.0,113402,python,python,list_traverse
39461989.0,113231,python,python,list_traverse
38236123.0,113101,python,python,func_traverse
36759201.0,113161,python,python,list_dealloc
36756187.0,113231,python,python,list_dealloc
36754520.0,113402,python,python,list_dealloc
36744391.0,113299,python,python,list_traverse
36738542.0,113196,python,python,list_traverse
36514190.0,113334,python,python,list_dealloc
36261964.0,113299,python,python,list_dealloc
36030483.0,113402,python,python,gc_collect_main
35764254.0,113196,python,python,list_dealloc
35004267.0,113402,python,python,func_traverse
34534277.0,113231,python,python,gc_collect_main
34478516.0,113402,python,python,PyLong_FromLong
34288336.0,113161,python,python,func_traverse
34039906.0,113196,python,python,gc_collect_main
33975986.0,113196,python,python,func_traverse
33799266.0,113299,python,python,gc_collect_main
33535274.0,113231,python,python,func_traverse
33291067.0,113161,python,python,gc_collect_main
32801894.0,113161,python,python,PyLong_FromLong
32069687.0,113196,python,python,PyLong_FromLong
32028944.0,113299,python,python,func_traverse
31993209.0,113334,python,python,PyLong_FromLong
31294212.0,113101,python,python,type_is_gc
30469211.0,113299,python,python,PyLong_FromLong
30309715.0,113334,python,python,func_traverse
26554800.0,113231,python,python,PyLong_FromLong
25593465.0,113334,python,python,type_is_gc
24348444.0,113299,python,python,type_is_gc
23596191.0,113231,python,python,type_is_gc
21346826.0,113161,python,python,type_is_gc
19375700.0,113402,python,python,type_is_gc
19121317.0,113101,python,python,PyObject_VisitManagedDict
17884626.0,113101,python,python,tuple_traverse
17392266.0,113299,python,python,tuple_traverse
17390966.0,113161,python,python,tuple_traverse
17143265.0,113196,python,python,type_is_gc
17143075.0,113231,python,python,PyObject_VisitManagedDict
17107716.0,113101,python,python,type_traverse
16648843.0,113334,python,python,tuple_traverse
16392133.0,113231,python,python,tuple_traverse
15654612.0,113402,python,python,type_traverse
15404192.0,113402,python,python,tuple_traverse
15399332.0,113231,python,python,type_traverse
14907856.0,113196,python,python,type_traverse
14657258.0,113334,python,python,PyObject_VisitManagedDict
14411440.0,113161,python,python,type_traverse
14164655.0,113196,python,python,tuple_traverse
13909484.0,113402,python,python,PyObject_VisitManagedDict
13908077.0,113101,python,python,subtype_traverse
13662747.0,113161,python,python,PyObject_VisitManagedDict
13660986.0,113196,python,python,subtype_traverse
13659855.0,113402,python,python,subtype_traverse
13652310.0,113299,python,python,PyObject_VisitManagedDict
13419672.0,113299,python,python,dict_traverse
13373460.0,113196,python,python,PyObject_VisitManagedDict
12917641.0,113231,python,python,PyObject_IS_GC
12914516.0,113231,python,python,subtype_traverse
12670834.0,113196,python,python,dict_traverse
12652450.0,113402,python,python,PyObject_IS_GC
12424187.0,113334,python,python,subtype_traverse
12410086.0,113334,python,python,type_traverse
12170373.0,113231,python,python,set_traverse
12155699.0,113299,python,python,type_traverse
11909720.0,113101,python,python,set_traverse
11904086.0,113161,python,python,subtype_traverse
11865484.0,113334,python,python,PyObject_IS_GC
11428386.0,113299,python,python,subtype_traverse
10682738.0,113299,python,python,PyObject_IS_GC
10432934.0,113101,python,python,PyObject_IS_GC
9686897.0,113231,python,python,dict_traverse
9685485.0,113402,python,python,dict_traverse
9441129.0,113101,python,python,meth_traverse
9194564.0,113334,python,python,meth_traverse
9182746.0,113196,python,python,PyObject_IS_GC
9178065.0,113299,python,python,set_traverse
8943223.0,113161,python,python,PyObject_IS_GC
8924105.0,113101,python,python,_PyTuple_MaybeUntrack
8697267.0,113161,python,python,set_traverse
8695787.0,113196,python,python,_PyTuple_MaybeUntrack
